Name,Category,Price,Quality
WarriorQuest,RPG,46149,86
DragonWarrior,Estrategia,43518,33
EmpireGalaxy,Acción,33912,95
QuestWarrior,Acción,58412,52
QuestWarrior,Estrategia,15684,53
WarriorWarrior,RPG,22908,86
EmpireWarrior,Acción,31654,94
WarriorGalaxy,Estrategia,41906,57
LegendsDragon,Aventura,13465,100
DragonLegends,Aventura,36818,68
LegendsQuest,Aventura,49670,55
QuestGalaxy,RPG,53950,44
EmpireDragon,Deportes,11834,50
DragonQuest,Deportes,53635,86
QuestWarrior,Simulación,21593,62
WarriorEmpire,Estrategia,54360,19
GalaxyWarrior,Simulación,42878,96
DragonWarrior,Estrategia,56877,67
EmpireLegends,Deportes,52081,93
EmpireQuest,RPG,3171,14
EmpireQuest,Simulación,38864,79
LegendsQuest,RPG,48596,53
GalaxyGalaxy,Acción,36428,43
LegendsEmpire,Simulación,36100,51
GalaxyEmpire,RPG,44113,83
LegendsWarrior,Deportes,62322,100
DragonGalaxy,Deportes,36736,34
WarriorWarrior,Simulación,67613,86
QuestDragon,Simulación,51586,93
LegendsEmpire,Aventura,51431,61
QuestGalaxy,RPG,28211,8
WarriorWarrior,RPG,171,35
EmpireQuest,Estrategia,15746,50
WarriorEmpire,Aventura,67122,64
EmpireDragon,RPG,58574,28
GalaxyEmpire,Simulación,9591,39
LegendsEmpire,Acción,17665,89
DragonDragon,Simulación,68595,45
WarriorEmpire,Acción,52249,60
WarriorDragon,Simulación,55586,14
QuestQuest,Simulación,68109,18
LegendsEmpire,Estrategia,68445,36
QuestEmpire,RPG,43097,90
WarriorLegends,RPG,6637,5
QuestLegends,Deportes,19097,76
DragonQuest,Deportes,7246,89
DragonDragon,Aventura,60146,9
EmpireDragon,Estrategia,69408,12
DragonLegends,Aventura,63003,64
WarriorLegends,Acción,19337,6
EmpireEmpire,Estrategia,49596,56
WarriorQuest,Simulación,66358,19
DragonEmpire,RPG,28799,84
QuestLegends,Estrategia,48950,8
EmpireDragon,RPG,61706,55
WarriorQuest,Deportes,6781,40
GalaxyGalaxy,Deportes,50733,100
WarriorDragon,Deportes,39644,72
WarriorWarrior,Estrategia,2703,99
GalaxyWarrior,Estrategia,5425,6
QuestWarrior,Estrategia,47153,55
LegendsDragon,RPG,17538,12
GalaxyEmpire,Simulación,46155,13
DragonGalaxy,Deportes,60220,97
QuestLegends,Aventura,41590,46
EmpireQuest,Simulación,43611,79
GalaxyGalaxy,Simulación,30899,46
GalaxyWarrior,Aventura,50979,19
DragonLegends,Estrategia,6043,32
QuestDragon,Deportes,3463,12
GalaxyGalaxy,Aventura,62402,3
QuestQuest,Estrategia,38906,23
WarriorWarrior,Simulación,37006,68
EmpireEmpire,Estrategia,26732,44
WarriorQuest,Simulación,50111,29
LegendsDragon,Deportes,47920,14
WarriorLegends,Aventura,20572,58
GalaxyQuest,Estrategia,43872,54
GalaxyEmpire,Deportes,11564,68
DragonLegends,Acción,17515,67
QuestDragon,Aventura,53962,32
DragonEmpire,Simulación,13179,45
QuestLegends,Deportes,67457,17
GalaxyDragon,Deportes,42425,62
GalaxyLegends,RPG,20032,94
DragonWarrior,Simulación,37421,2
LegendsQuest,Simulación,21357,18
GalaxyDragon,Deportes,34197,18
GalaxyEmpire,Simulación,26531,91
QuestQuest,RPG,54447,52
EmpireQuest,Estrategia,44815,50
GalaxyQuest,Aventura,12758,2
WarriorEmpire,Acción,37426,2
DragonWarrior,Deportes,2333,40
WarriorGalaxy,Acción,60811,66
DragonLegends,RPG,67609,30
QuestGalaxy,Acción,45475,80
EmpireDragon,RPG,50708,9
DragonQuest,RPG,68500,32
WarriorGalaxy,Aventura,68450,76
EmpireQuest,RPG,57758,44
QuestWarrior,Simulación,33922,76
DragonLegends,RPG,43192,86
LegendsWarrior,Simulación,65036,19
GalaxyLegends,Deportes,2279,24
DragonLegends,Estrategia,49593,93
QuestDragon,Acción,55262,54
LegendsLegends,Acción,57860,41
LegendsLegends,Aventura,16163,64
LegendsLegends,Acción,16704,96
EmpireWarrior,RPG,34292,51
QuestWarrior,Aventura,15396,56
WarriorGalaxy,Simulación,5460,39
QuestLegends,Estrategia,12072,97
GalaxyWarrior,Estrategia,67189,10
DragonWarrior,RPG,39958,35
EmpireEmpire,RPG,2385,75
QuestGalaxy,RPG,21222,11
DragonQuest,RPG,21730,70
EmpireDragon,Acción,18307,50
WarriorEmpire,Deportes,14087,20
QuestWarrior,Aventura,9424,5
EmpireEmpire,Aventura,30102,70
QuestWarrior,Acción,52542,55
LegendsEmpire,Deportes,34102,76
GalaxyQuest,Acción,46261,24
QuestLegends,Deportes,65159,48
WarriorGalaxy,Acción,33391,82
GalaxyDragon,Simulación,45722,62
DragonLegends,Acción,27818,16
LegendsGalaxy,Aventura,1617,13
EmpireWarrior,Simulación,14275,32
WarriorQuest,Estrategia,15936,28
DragonGalaxy,Deportes,45965,36
LegendsGalaxy,RPG,30009,12
LegendsLegends,Deportes,51776,0
WarriorWarrior,Acción,68382,17
WarriorQuest,Estrategia,18534,96
QuestEmpire,Simulación,18039,82
GalaxyLegends,RPG,10876,59
QuestEmpire,Aventura,13069,31
QuestEmpire,Estrategia,50102,25
GalaxyQuest,Deportes,23916,34
LegendsDragon,Estrategia,60026,6
GalaxyGalaxy,RPG,33997,81
GalaxyDragon,Simulación,30035,63
GalaxyLegends,Simulación,18844,73
WarriorEmpire,Simulación,60321,16
DragonQuest,Simulación,26760,33
WarriorLegends,Simulación,14038,56
EmpireGalaxy,Aventura,458,15
EmpireEmpire,Acción,51146,50
DragonQuest,RPG,64658,56
LegendsLegends,Aventura,7926,5
DragonLegends,Acción,28442,90
GalaxyGalaxy,Deportes,396,6
WarriorGalaxy,Aventura,26315,39
EmpireGalaxy,Simulación,14274,83
EmpireWarrior,Simulación,18413,76
LegendsQuest,Acción,2156,1
QuestEmpire,Simulación,26076,88
LegendsWarrior,Aventura,26753,19
GalaxyDragon,Estrategia,46226,68
QuestLegends,Simulación,10451,56
QuestGalaxy,RPG,39445,8
DragonQuest,Deportes,27650,75
DragonQuest,RPG,24046,32
GalaxyLegends,RPG,15024,17
GalaxyLegends,Aventura,65922,48
WarriorQuest,Acción,65683,80
WarriorLegends,Deportes,50850,80
QuestQuest,RPG,34144,93
DragonQuest,Deportes,34295,9
EmpireEmpire,Deportes,41769,87
GalaxyWarrior,RPG,38417,59
QuestWarrior,Aventura,15184,27
DragonGalaxy,RPG,15424,56
WarriorLegends,RPG,20451,8
DragonGalaxy,Aventura,53882,94
QuestDragon,Deportes,20378,44
GalaxyLegends,Acción,50540,16
LegendsGalaxy,Aventura,25241,72
DragonDragon,Aventura,68823,94
WarriorDragon,Aventura,37311,11
DragonEmpire,Aventura,33866,10
DragonQuest,Estrategia,13143,13
LegendsWarrior,RPG,35801,38
WarriorQuest,Simulación,26363,21
WarriorDragon,Simulación,40843,32
LegendsWarrior,RPG,30508,80
QuestWarrior,RPG,26648,41
EmpireDragon,Acción,40317,93
GalaxyDragon,Deportes,10031,25
GalaxyGalaxy,RPG,48779,57
LegendsEmpire,Simulación,64495,96
EmpireLegends,RPG,6785,90
EmpireGalaxy,Estrategia,9267,59
QuestEmpire,Deportes,68552,29
GalaxyQuest,RPG,22842,66
GalaxyQuest,Aventura,53066,56
WarriorGalaxy,Deportes,19506,94
GalaxyQuest,RPG,32201,22
GalaxyLegends,Estrategia,36729,98
LegendsDragon,Estrategia,9114,59
DragonWarrior,Simulación,68355,80
LegendsLegends,Deportes,39166,66
DragonDragon,RPG,9304,23
EmpireDragon,Simulación,45302,87
GalaxyQuest,Aventura,50710,84
LegendsEmpire,Deportes,66521,39
GalaxyQuest,Acción,28860,56
WarriorDragon,Acción,49173,31
WarriorQuest,Simulación,24458,46
WarriorDragon,Acción,51199,21
LegendsDragon,Simulación,62150,84
EmpireGalaxy,Aventura,58536,38
GalaxyLegends,Deportes,6830,21
WarriorDragon,Aventura,60649,96
EmpireLegends,Acción,66706,94
GalaxyLegends,Simulación,6754,68
GalaxyWarrior,RPG,29704,53
GalaxyQuest,Acción,57261,64
EmpireEmpire,Simulación,52243,45
WarriorQuest,Deportes,68218,91
EmpireLegends,Estrategia,7536,100
LegendsWarrior,Aventura,66034,64
GalaxyQuest,Acción,5261,69
WarriorEmpire,RPG,11542,91
LegendsGalaxy,Estrategia,7737,33
WarriorGalaxy,Acción,58607,61
EmpireQuest,Deportes,20232,76
WarriorGalaxy,Acción,22734,95
EmpireEmpire,Aventura,18257,85
EmpireQuest,RPG,52218,57
LegendsWarrior,Acción,27643,13
DragonQuest,RPG,21574,75
WarriorGalaxy,Deportes,68819,7
LegendsDragon,Deportes,66156,55
GalaxyLegends,Acción,15601,80
LegendsQuest,Deportes,37142,66
LegendsLegends,Simulación,32789,29
GalaxyEmpire,Simulación,33391,63
WarriorGalaxy,Aventura,16238,47
WarriorWarrior,Aventura,67417,27
EmpireQuest,Simulación,97,56
QuestEmpire,Estrategia,2194,54
LegendsLegends,Aventura,51177,77
LegendsWarrior,Estrategia,1482,51
GalaxyWarrior,Deportes,33268,70
DragonDragon,Aventura,33154,82
DragonWarrior,Acción,45686,60
GalaxyLegends,Estrategia,62934,19
DragonLegends,Estrategia,43528,70
DragonGalaxy,RPG,69830,92
EmpireQuest,Simulación,44867,51
EmpireEmpire,Deportes,8182,40
GalaxyGalaxy,RPG,33549,86
LegendsWarrior,Deportes,14114,74
DragonGalaxy,Deportes,58919,19
LegendsEmpire,Simulación,30616,63
DragonLegends,Aventura,53798,39
DragonEmpire,Simulación,48792,39
GalaxyWarrior,Estrategia,69702,55
LegendsGalaxy,Aventura,24830,76
EmpireEmpire,RPG,52522,0
GalaxyDragon,RPG,39238,74
LegendsEmpire,Simulación,34213,56
QuestGalaxy,RPG,25608,24
DragonLegends,Deportes,49110,95
LegendsWarrior,Estrategia,33092,98
DragonEmpire,Estrategia,60726,40
WarriorEmpire,Estrategia,63960,93
GalaxyWarrior,Acción,39294,74
EmpireQuest,Estrategia,36881,6
WarriorLegends,Simulación,31146,98
QuestEmpire,Acción,25795,15
LegendsLegends,Aventura,24010,20
LegendsDragon,Acción,9563,6
GalaxyLegends,Deportes,33329,99
QuestEmpire,Aventura,34767,69
DragonQuest,Deportes,57977,36
WarriorWarrior,Simulación,9410,40
GalaxyLegends,Simulación,4970,43
WarriorLegends,Acción,67251,42
WarriorEmpire,Estrategia,22912,22
EmpireDragon,Simulación,19419,50
WarriorWarrior,RPG,197,16
EmpireLegends,RPG,49051,55
DragonWarrior,Estrategia,69589,93
WarriorQuest,RPG,46370,37
DragonDragon,Estrategia,46345,8
QuestWarrior,Aventura,19555,63
GalaxyLegends,Aventura,7847,84
EmpireGalaxy,Simulación,3372,88
LegendsWarrior,Deportes,36549,87
DragonEmpire,Aventura,21102,34
WarriorWarrior,Estrategia,37320,43
QuestWarrior,Deportes,59951,36
QuestDragon,Deportes,574,9
LegendsEmpire,Simulación,6096,23
DragonQuest,Estrategia,30912,41
WarriorQuest,Estrategia,13868,86
DragonDragon,Aventura,34417,65
EmpireLegends,Simulación,40157,46
EmpireLegends,Aventura,22604,30
GalaxyLegends,Acción,30902,96
EmpireEmpire,Estrategia,61985,30
QuestLegends,Acción,7471,91
QuestWarrior,Simulación,66526,56
DragonLegends,Acción,38449,52
GalaxyDragon,Estrategia,39318,55
QuestEmpire,Simulación,48126,57
EmpireDragon,Estrategia,1295,67
QuestQuest,Acción,49387,23
QuestEmpire,Estrategia,46002,81
QuestQuest,RPG,2620,9
LegendsGalaxy,Deportes,57135,92
QuestWarrior,Acción,35162,64
EmpireEmpire,Simulación,69088,82
DragonQuest,Deportes,36958,98
EmpireGalaxy,Deportes,69007,59
QuestWarrior,Simulación,3118,6
EmpireEmpire,RPG,41168,32
QuestEmpire,Simulación,61938,67
WarriorGalaxy,Deportes,41824,63
GalaxyWarrior,Acción,31801,5
DragonWarrior,Deportes,15938,36
QuestEmpire,Deportes,36423,61
DragonWarrior,Acción,67926,91
EmpireDragon,Acción,9719,14
GalaxyQuest,RPG,59572,54
WarriorLegends,Simulación,6216,82
LegendsEmpire,Acción,45942,37
LegendsDragon,Aventura,46714,66
QuestLegends,RPG,3198,17
GalaxyWarrior,Simulación,54652,15
QuestWarrior,Simulación,10628,24
QuestDragon,Aventura,64153,70
EmpireGalaxy,RPG,44034,63
LegendsWarrior,Aventura,50991,78
QuestDragon,Acción,3116,18
DragonGalaxy,Simulación,55908,94
EmpireWarrior,Simulación,63427,6
LegendsGalaxy,Estrategia,10803,27
DragonQuest,Estrategia,13851,33
DragonWarrior,Acción,14675,94
EmpireLegends,Deportes,19394,82
LegendsLegends,Simulación,10664,98
QuestEmpire,Aventura,16002,57
WarriorWarrior,RPG,50156,94
LegendsLegends,Simulación,27736,47
GalaxyDragon,RPG,67448,77
DragonLegends,Estrategia,2769,2
QuestWarrior,Aventura,66634,64
WarriorWarrior,Acción,30142,3
WarriorEmpire,Simulación,28708,44
LegendsDragon,Simulación,46695,18
LegendsEmpire,Aventura,40315,17
QuestWarrior,Simulación,68664,4
QuestGalaxy,RPG,31748,63
QuestLegends,Simulación,50004,31
QuestLegends,RPG,42207,30
GalaxyEmpire,RPG,28539,11
LegendsLegends,Estrategia,37529,96
EmpireEmpire,Simulación,12419,64
QuestWarrior,Simulación,860,4
GalaxyDragon,Estrategia,7263,12
GalaxyWarrior,Deportes,69605,60
WarriorQuest,Acción,31942,68
WarriorQuest,Estrategia,33930,25
EmpireGalaxy,Aventura,32035,21
DragonDragon,Acción,61438,54
WarriorQuest,Simulación,1245,93
LegendsEmpire,Simulación,57319,72
DragonWarrior,Simulación,52071,91
GalaxyQuest,Simulación,69114,97
GalaxyLegends,Acción,6434,11
DragonEmpire,Simulación,1122,53
LegendsGalaxy,Simulación,39488,46
QuestDragon,Estrategia,47243,73
LegendsGalaxy,Simulación,13113,89
QuestQuest,Estrategia,30385,96
WarriorGalaxy,Aventura,65038,24
QuestLegends,RPG,43039,31
QuestQuest,Estrategia,40666,18
GalaxyWarrior,Estrategia,1052,52
GalaxyWarrior,Acción,8722,76
LegendsWarrior,RPG,16849,25
WarriorQuest,Aventura,39245,80
QuestEmpire,Estrategia,17237,40
GalaxyQuest,Deportes,6568,10
DragonGalaxy,Estrategia,5230,24
WarriorQuest,Simulación,52182,48
LegendsGalaxy,Acción,55835,41
LegendsWarrior,RPG,25119,20
QuestEmpire,RPG,29924,30
LegendsDragon,Acción,35697,56
DragonGalaxy,Simulación,30712,60
GalaxyWarrior,Deportes,45608,22
EmpireWarrior,Estrategia,45963,20
LegendsQuest,Acción,12736,22
GalaxyGalaxy,Estrategia,31876,23
DragonEmpire,Simulación,42804,81
GalaxyGalaxy,Aventura,23382,60
QuestWarrior,Deportes,64135,64
LegendsWarrior,Deportes,32200,77
DragonLegends,Deportes,10116,37
GalaxyDragon,Aventura,9169,100
LegendsLegends,RPG,68220,23
LegendsQuest,Acción,22627,59
EmpireLegends,Acción,10625,96
DragonQuest,Deportes,66552,68
WarriorDragon,Aventura,46020,29
EmpireLegends,Estrategia,33880,39
WarriorLegends,RPG,56082,55
EmpireGalaxy,RPG,4801,0
EmpireGalaxy,Deportes,37562,0
WarriorGalaxy,Acción,5088,79
WarriorWarrior,Aventura,32092,9
QuestEmpire,RPG,65742,5
DragonGalaxy,Aventura,31416,97
QuestLegends,Deportes,52824,39
QuestEmpire,Aventura,43004,46
LegendsEmpire,RPG,23028,58
LegendsGalaxy,Aventura,5056,39
LegendsLegends,Simulación,32482,14
LegendsDragon,Acción,15539,31
QuestLegends,Aventura,14151,39
WarriorEmpire,Estrategia,65772,46
GalaxyDragon,Estrategia,67275,46
QuestDragon,Estrategia,29766,9
WarriorGalaxy,Aventura,50320,99
EmpireDragon,Aventura,48919,56
WarriorGalaxy,Acción,26060,24
LegendsQuest,Acción,40599,41
GalaxyQuest,Deportes,42579,33
DragonGalaxy,Simulación,14856,69
EmpireEmpire,Estrategia,33770,83
WarriorWarrior,Aventura,60623,77
DragonLegends,Acción,26898,64
WarriorGalaxy,Simulación,68728,15
LegendsWarrior,Simulación,41216,71
DragonEmpire,Simulación,1784,82
GalaxyWarrior,Aventura,43709,78
LegendsQuest,Deportes,69187,71
GalaxyGalaxy,RPG,46832,7
LegendsQuest,Acción,5807,97
EmpireDragon,Simulación,38592,81
GalaxyLegends,Estrategia,2117,74
EmpireEmpire,Deportes,2625,23
WarriorQuest,Deportes,14848,75
WarriorLegends,Acción,65331,87
QuestQuest,RPG,65689,99
QuestDragon,RPG,33910,67
GalaxyQuest,RPG,43729,19
LegendsQuest,Deportes,16097,6
QuestWarrior,RPG,24515,33
QuestDragon,Estrategia,48680,40
EmpireQuest,RPG,63233,50
LegendsWarrior,Simulación,36385,8
EmpireEmpire,Aventura,55975,62
EmpireQuest,Acción,43831,34
LegendsQuest,Acción,65788,24
GalaxyQuest,Simulación,18578,97
QuestQuest,Aventura,27360,32
EmpireWarrior,Simulación,64991,60
EmpireLegends,RPG,61711,33
LegendsWarrior,Estrategia,45685,1
GalaxyGalaxy,RPG,58144,60
LegendsLegends,Simulación,61387,86
QuestDragon,Deportes,69063,32
DragonGalaxy,Simulación,2134,67
GalaxyLegends,Deportes,36551,86
EmpireWarrior,Aventura,39384,55
DragonLegends,Estrategia,52924,78
GalaxyWarrior,Aventura,28865,5
GalaxyQuest,Acción,41380,98
WarriorQuest,Acción,13706,68
WarriorWarrior,Acción,7713,44
WarriorQuest,Simulación,59360,62
EmpireWarrior,Aventura,17878,16
DragonQuest,Deportes,42067,22
GalaxyDragon,Estrategia,18615,3
GalaxyWarrior,Estrategia,12779,13
LegendsEmpire,Acción,42206,73
WarriorEmpire,Simulación,32015,25
LegendsWarrior,Aventura,69890,4
DragonLegends,RPG,53207,46
WarriorDragon,Deportes,46645,4
LegendsGalaxy,RPG,26363,21
LegendsQuest,Simulación,41799,13
LegendsLegends,Acción,67259,4
EmpireGalaxy,Simulación,52313,46
EmpireQuest,Acción,61828,50
DragonQuest,Estrategia,25608,58
QuestEmpire,RPG,4995,81
DragonLegends,Simulación,41980,10
QuestQuest,Deportes,48756,99
LegendsDragon,Simulación,40722,0
WarriorEmpire,RPG,22795,44
LegendsQuest,Deportes,53910,97
GalaxyLegends,RPG,67817,25
WarriorLegends,RPG,5043,69
EmpireGalaxy,Estrategia,65949,88
LegendsGalaxy,Aventura,64791,72
LegendsGalaxy,Acción,46530,83
LegendsWarrior,Acción,52969,83
GalaxyDragon,Simulación,25750,42
GalaxyGalaxy,Estrategia,28328,83
DragonGalaxy,RPG,15394,89
GalaxyLegends,Aventura,846,96
GalaxyLegends,Estrategia,23865,96
EmpireDragon,Estrategia,61381,25
QuestLegends,RPG,57622,20
LegendsWarrior,Estrategia,50196,78
EmpireQuest,RPG,54684,45
EmpireQuest,Simulación,54921,74
QuestQuest,Estrategia,58416,82
WarriorEmpire,Simulación,11427,44
QuestLegends,Deportes,64491,57
LegendsQuest,Acción,2888,79
EmpireQuest,Deportes,59085,84
WarriorDragon,Deportes,27209,71
GalaxyWarrior,Simulación,34819,1
GalaxyWarrior,Simulación,56164,95
WarriorLegends,Simulación,24289,10
QuestWarrior,Deportes,69937,56
WarriorGalaxy,RPG,45848,8
EmpireWarrior,Simulación,47112,58
EmpireLegends,Acción,64273,5
GalaxyLegends,Deportes,48963,100
LegendsDragon,Acción,32844,92
DragonQuest,Acción,54127,31
DragonEmpire,Estrategia,3742,11
QuestDragon,Deportes,8789,37
GalaxyWarrior,RPG,1252,50
QuestLegends,Deportes,68898,51
GalaxyDragon,Simulación,4686,52
EmpireGalaxy,Estrategia,22166,29
DragonDragon,Aventura,55797,83
GalaxyGalaxy,Simulación,69508,19
EmpireLegends,Deportes,39490,58
DragonQuest,Deportes,35902,68
GalaxyDragon,Simulación,14749,70
QuestWarrior,Acción,49962,7
DragonWarrior,RPG,11523,66
DragonQuest,Aventura,11415,27
QuestQuest,Estrategia,24016,28
GalaxyEmpire,Estrategia,1367,17
EmpireGalaxy,Acción,36448,1
WarriorQuest,Simulación,57726,68
LegendsEmpire,Estrategia,41231,92
GalaxyEmpire,RPG,20859,79
QuestLegends,Acción,64526,31
QuestWarrior,Simulación,42484,99
DragonQuest,Aventura,48177,29
LegendsWarrior,Aventura,34653,75
GalaxyQuest,Simulación,7264,14
LegendsQuest,Simulación,5380,64
DragonGalaxy,Estrategia,11755,15
QuestQuest,RPG,4612,34
QuestLegends,Acción,633,73
DragonGalaxy,RPG,3845,81
WarriorQuest,Aventura,31037,74
DragonEmpire,Simulación,41714,33
DragonEmpire,Acción,28680,6
GalaxyWarrior,Aventura,60775,34
DragonEmpire,Acción,13372,86
EmpireWarrior,Aventura,58551,39
WarriorLegends,Deportes,43495,7
LegendsLegends,Deportes,46389,83
GalaxyWarrior,RPG,67802,51
DragonQuest,Acción,23174,46
GalaxyLegends,RPG,17511,80
GalaxyDragon,Simulación,66333,63
GalaxyGalaxy,Estrategia,10837,9
EmpireDragon,Simulación,17367,85
WarriorWarrior,Simulación,6803,73
EmpireWarrior,RPG,20894,36
EmpireWarrior,Acción,64817,3
EmpireQuest,Deportes,23632,97
DragonWarrior,Estrategia,44044,40
DragonLegends,Deportes,62446,53
DragonGalaxy,Estrategia,15378,1
GalaxyDragon,Deportes,24307,86
WarriorWarrior,RPG,33856,33
DragonWarrior,Simulación,40517,96
QuestWarrior,Simulación,23990,92
QuestLegends,Aventura,54387,78
DragonEmpire,Acción,666,47
WarriorQuest,Aventura,27153,94
QuestQuest,Simulación,5407,98
GalaxyGalaxy,Estrategia,17453,20
WarriorGalaxy,Aventura,22626,42
DragonGalaxy,Aventura,7120,93
EmpireWarrior,Estrategia,11820,42
EmpireDragon,Aventura,29516,13
QuestLegends,RPG,45378,43
LegendsQuest,Simulación,177,87
DragonWarrior,RPG,33117,89
EmpireGalaxy,RPG,30859,38
GalaxyLegends,Deportes,20414,18
WarriorEmpire,Deportes,55508,74
WarriorQuest,Deportes,53944,91
WarriorEmpire,RPG,8795,93
LegendsEmpire,Acción,63160,9
WarriorWarrior,Deportes,17782,67
DragonLegends,Acción,18775,92
WarriorGalaxy,RPG,64229,52
WarriorGalaxy,Deportes,18316,28
LegendsEmpire,Aventura,40174,59
LegendsDragon,Simulación,30209,15
LegendsEmpire,Estrategia,33735,65
EmpireLegends,Estrategia,24285,16
LegendsDragon,RPG,60740,70
DragonWarrior,Aventura,32333,9
LegendsQuest,Aventura,65770,48
EmpireQuest,RPG,34116,10
GalaxyGalaxy,Estrategia,16397,36
EmpireQuest,Aventura,21479,72
DragonQuest,Simulación,9594,8
EmpireGalaxy,Deportes,23409,71
EmpireEmpire,Estrategia,1954,52
LegendsWarrior,Estrategia,54979,86
LegendsDragon,Estrategia,11916,27
GalaxyLegends,Simulación,65133,61
EmpireQuest,Estrategia,69954,95
GalaxyQuest,Acción,30115,64
DragonDragon,Deportes,40500,40
DragonGalaxy,Aventura,16556,93
EmpireLegends,Aventura,35691,65
GalaxyQuest,Acción,18714,93
WarriorEmpire,Estrategia,48685,75
WarriorGalaxy,Estrategia,16119,78
LegendsGalaxy,Acción,65891,24
WarriorGalaxy,RPG,39461,66
DragonEmpire,Aventura,64453,99
GalaxyEmpire,RPG,46731,35
EmpireDragon,Aventura,40650,49
DragonLegends,Estrategia,3098,88
WarriorQuest,Estrategia,30379,12
DragonQuest,Simulación,49179,63
GalaxyDragon,Deportes,39901,70
QuestEmpire,Aventura,3325,44
GalaxyWarrior,Deportes,42394,64
EmpireDragon,Aventura,32138,7
LegendsDragon,Acción,30670,45
LegendsEmpire,Aventura,29114,100
WarriorQuest,Estrategia,58378,70
LegendsDragon,RPG,16360,60
WarriorGalaxy,RPG,28985,39
LegendsQuest,Deportes,57585,79
QuestLegends,Simulación,40959,6
QuestEmpire,Simulación,62762,95
DragonQuest,Estrategia,66432,33
LegendsQuest,RPG,45135,15
LegendsQuest,Estrategia,29239,2
EmpireWarrior,Simulación,38979,98
WarriorQuest,Estrategia,40497,24
LegendsEmpire,Estrategia,13242,63
QuestDragon,Deportes,13981,23
DragonLegends,RPG,4050,75
QuestLegends,Simulación,1884,75
DragonWarrior,Estrategia,57273,39
WarriorWarrior,Estrategia,31072,22
GalaxyWarrior,Aventura,45915,2
EmpireDragon,Acción,1027,36
QuestDragon,Deportes,5721,28
QuestLegends,Simulación,16790,16
LegendsDragon,Acción,265,56
WarriorQuest,Estrategia,18490,23
DragonLegends,Acción,51394,49
EmpireWarrior,Deportes,40660,42
GalaxyWarrior,RPG,38427,43
WarriorDragon,RPG,37393,36
GalaxyEmpire,Estrategia,39673,92
GalaxyGalaxy,RPG,48146,85
LegendsQuest,Aventura,26525,0
GalaxyGalaxy,Estrategia,57781,26
LegendsGalaxy,Deportes,7168,10
EmpireGalaxy,RPG,51441,10
EmpireDragon,Deportes,42281,46
EmpireGalaxy,Deportes,64938,65
QuestGalaxy,Deportes,7397,76
QuestWarrior,Simulación,58852,77
GalaxyGalaxy,Simulación,52075,61
QuestWarrior,Simulación,3943,32
EmpireQuest,Aventura,63419,24
GalaxyGalaxy,Acción,2888,28
QuestWarrior,Simulación,58452,29
GalaxyWarrior,Deportes,16588,47
GalaxyWarrior,Deportes,45665,30
EmpireDragon,RPG,33861,2
DragonDragon,RPG,45437,86
EmpireGalaxy,Aventura,60106,17
DragonQuest,Estrategia,65121,70
EmpireEmpire,Acción,22875,59
LegendsQuest,Estrategia,41006,60
DragonGalaxy,Acción,60048,8
WarriorWarrior,Aventura,8825,94
DragonGalaxy,RPG,21880,17
EmpireWarrior,RPG,13214,86
GalaxyQuest,RPG,44211,25
LegendsQuest,Acción,23024,52
DragonQuest,Estrategia,45052,28
WarriorLegends,RPG,47356,81
DragonGalaxy,Simulación,51289,84
QuestWarrior,RPG,17260,77
GalaxyLegends,Acción,8750,49
QuestLegends,Acción,65313,58
QuestEmpire,Aventura,66362,17
QuestEmpire,Simulación,19478,65
DragonQuest,RPG,10034,4
GalaxyDragon,RPG,64103,26
GalaxyGalaxy,Deportes,35754,90
DragonEmpire,Aventura,48791,55
WarriorEmpire,RPG,26964,84
GalaxyEmpire,Deportes,43816,81
LegendsEmpire,Deportes,34712,93
EmpireQuest,Simulación,46412,43
WarriorWarrior,Deportes,33413,12
LegendsGalaxy,Estrategia,50264,82
WarriorEmpire,Deportes,44218,89
LegendsGalaxy,Deportes,24713,18
DragonQuest,Simulación,35370,95
WarriorEmpire,Deportes,26033,64
DragonDragon,Simulación,18994,25
EmpireLegends,RPG,36572,35
WarriorLegends,Acción,22717,56
WarriorEmpire,Estrategia,67062,74
EmpireWarrior,Simulación,34663,15
WarriorDragon,Simulación,7841,84
EmpireDragon,Estrategia,58637,49
WarriorGalaxy,Acción,6653,5
QuestWarrior,Deportes,25568,45
WarriorEmpire,Simulación,0,87
QuestGalaxy,RPG,57130,64
QuestQuest,Deportes,7573,34
LegendsGalaxy,RPG,46491,46
GalaxyWarrior,Simulación,10342,23
DragonQuest,Simulación,3255,45
WarriorLegends,Aventura,52674,46
LegendsGalaxy,Estrategia,44359,32
WarriorEmpire,Acción,53109,59
DragonWarrior,Estrategia,19445,83
QuestLegends,Estrategia,32165,78
EmpireLegends,Simulación,44609,78
QuestWarrior,Deportes,44499,88
GalaxyEmpire,RPG,43609,92
DragonEmpire,RPG,63632,24
GalaxyDragon,Acción,69437,70
LegendsLegends,Acción,16422,83
LegendsGalaxy,Aventura,22681,4
EmpireWarrior,Acción,14491,15
WarriorDragon,Simulación,328,86
DragonQuest,RPG,27258,0
LegendsGalaxy,Deportes,1345,8
DragonEmpire,Deportes,60268,38
EmpireLegends,Acción,43287,2
DragonQuest,Aventura,59689,40
GalaxyWarrior,Estrategia,65794,51
WarriorLegends,Estrategia,42934,12
LegendsQuest,Aventura,34784,54
